"protein","entry_name","description","gene_names","family","expression_tissue"
"Q8N271","PROM2_HUMAN","Prominin-2","PROM2 PROML2 UNQ2521/PRO6014","TM","Adrenal\Brain\Eye\GAT\Kidney\Lung\MAT\Pancreas\Prostate\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N292","GAPT_HUMAN","Protein GAPT","GAPT C5orf29","TM","GAT\Lung\MAT\SCAT\Skin\Spleen\Thymus"
"Q8N2A8","PLD6_HUMAN","Mitochondrial cardiolipin hydrolase","PLD6","TM","Adrenal\BAT\Eye\Stomach\Testis\Thymus"
"Q8N2C7","UNC80_HUMAN","Protein unc-80 homolog","UNC80 C2orf21 KIAA1843","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Liver\Lung\MAT\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Testis\Thymus\Tongue\Urinary"
"Q8N2F6","ARM10_HUMAN","Armadillo repeat-containing protein 10","ARMC10 SVH PSEC0198","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N2H4","SYS1_HUMAN","Protein SYS1 homolog","SYS1 C20orf169","TM(Trans)","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N2K0","ABD12_HUMAN","Lysophosphatidylserine lipase ABHD12","ABHD12 C20orf22","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N2K1","UB2J2_HUMAN","Ubiquitin-conjugating enzyme E2 J2","UBE2J2 NCUBE2","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N2M4","TM86A_HUMAN","Lysoplasmalogenase TMEM86A","TMEM86A","TM","Adrenal\BAT\Brain\Eye\Kidney\Lung\MAT\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus"
"Q8N2Q7","NLGN1_HUMAN","Neuroligin-1","NLGN1 KIAA1070","TM","Brain\Eye\Thymus"
"Q8N2U0","TM256_HUMAN","Transmembrane protein 256","TMEM256 C17orf61","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N2U9","S66A2_HUMAN","Solute carrier family 66 member 2","SLC66A2 PQLC1","TM","Adrenal\BAT\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N350","CBARP_HUMAN","Voltage-dependent calcium channel beta subunit-associated regulatory protein","CBARP C19orf26","TM","Adrenal\Brain\Eye\Lung\Prostate\Skin\Spleen\Stomach\Thymus\Urinary"
"Q8N357","S35F6_HUMAN","Solute carrier family 35 member F6","SLC35F6 C2orf18 UNQ3047/PRO9863","TM(Trans)","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N370","LAT4_HUMAN","Large neutral amino acids transporter small subunit 4","SLC43A2 LAT4 PP7664","TM(Trans)","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N387","MUC15_HUMAN","Mucin-15","MUC15 UNQ750/PRO1481","TM","Eye\Skin\Stomach\Thymus\Tongue\Urinary"
"Q8N394","TMTC2_HUMAN","Protein O-mannosyl-transferase TMTC2","TMTC2","TM","Brain\Eye\Liver\Lung\MAT\Pancreas\Prostate\Skin\Small\Spleen\Stomach\Testis\Thymus\Urinary"
"Q8N3G9","TM130_HUMAN","Transmembrane protein 130","TMEM130 UNQ719/PRO1383","TM","Adrenal\Brain\Eye"
"Q8N3J6","CADM2_HUMAN","Cell adhesion molecule 2","CADM2 IGSF4D NECL3","TM","Adrenal\BAT\Brain\Eye\Heart\Kidney\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Thymus\Tongue\Urinary"
"Q8N3T1","GLT15_HUMAN","Polypeptide N-acetylgalactosaminyltransferase 15","GALNT15 GALNTL2 UNQ770/PRO1564","TM","Lung\MAT\SCAT\Skin\Urinary"
"Q8N3Y3","LARG2_HUMAN","Xylosyl- and glucuronyltransferase LARGE2","LARGE2 GYLTL1B PP5656","TM","Kidney\Lung\Pancreas\Prostate\Skin\Small\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N3Y7","RDHE2_HUMAN","Epidermal retinol dehydrogenase 2","SDR16C5 RDHE2","TM","Skin\Stomach\Tongue"
"Q8N413","S2545_HUMAN","Solute carrier family 25 member 45","SLC25A45","TM(Trans)","Adrenal\BAT\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N428","GLT16_HUMAN","Polypeptide N-acetylgalactosaminyltransferase 16","GALNT16 GALNTL1 KIAA1130","TM","Adrenal\BAT\Brain\Eye\GAT\Kidney\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Thymus\Tongue\Urinary"
"Q8N441","FGRL1_HUMAN","Fibroblast growth factor receptor-like 1","FGFRL1 FGFR5 FHFR UNQ480/PRO943","TM","BAT\Brain\Eye\GAT\Lung\MAT\SCAT\Stomach\Testis\Tongue"
"Q8N468","MFD4A_HUMAN","Major facilitator superfamily domain-containing protein 4A","MFSD4A MFSD4 UNQ3064/PRO9894","TM(Trans)","Adrenal\Brain\Eye\Heart\Kidney\Lung\Pancreas\Prostate\Small\Spleen\Stomach\Thymus\Urinary"
"Q8N4A0","GALT4_HUMAN","Polypeptide N-acetylgalactosaminyltransferase 4","GALNT4","TM","Adrenal\BAT\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Thymus\Tongue\Urinary"
"Q8N4L1","T151A_HUMAN","Transmembrane protein 151A","TMEM151A TMEM151","TM","Brain\Eye\Stomach\Urinary"
"Q8N4L2","PP4P2_HUMAN","Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase","PIP4P2 TMEM55A","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N4M1","CTL3_HUMAN","Choline transporter-like protein 3","SLC44A3 CTL3 UNQ558/PRO1115","TM","Adrenal\BAT\Brain\Eye\GAT\Kidney\Liver\Lung\MAT\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Urinary"
"Q8N4S7","PAQR4_HUMAN","Progestin and adipoQ receptor family member 4","PAQR4","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Thymus\Urinary"
"Q8N4S9","MALD2_HUMAN","MARVEL domain-containing protein 2","MARVELD2 TRIC","TM","Adrenal\Eye\Kidney\Liver\Lung\MAT\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Thymus\Urinary"
"Q8N4V1","EMC5_HUMAN","ER membrane protein complex subunit 5","MMGT1 EMC5 TMEM32","TM(Trans)","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N4V2","SVOP_HUMAN","Synaptic vesicle 2-related protein","SVOP","TM(Trans)","Adrenal\Brain\Eye\Stomach\Testis"
"Q8N4W6","DJC22_HUMAN","DnaJ homolog subfamily C member 22","DNAJC22","TM","Kidney\Liver\Pancreas\Small\Stomach"
"Q8N511","VMA12_HUMAN","Vacuolar ATPase assembly protein VMA12","VMA12 C17orf32 TMEM199","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N539","FBCD1_HUMAN","Fibrinogen C domain-containing protein 1","FIBCD1 UNQ701/PRO1346","TM","Brain\Eye\Kidney\Stomach"
"Q8N5B7","CERS5_HUMAN","Ceramide synthase 5","CERS5 LASS5","TM","Adrenal\BAT\Brain\Eye\GAT\Kidney\Liver\Lung\MAT\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N5C1","CAHM5_HUMAN","Calcium homeostasis modulator protein 5","CALHM5 C6orf188 FAM26E","TM(IC)","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N5D6","GBGT1_HUMAN","Globoside alpha-1,3-N-acetylgalactosaminyltransferase 1","GBGT1 UNQ2513/PRO6002","TM","Adrenal\BAT\Eye\GAT\MAT\Pancreas\SCAT\Skin\Small\Spleen\Stomach\Thymus\Tongue\Urinary"
"Q8N5G0","SIM20_HUMAN","Small integral membrane protein 20","SMIM20 C4orf52 MITRAC7","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N5G2","MACOI_HUMAN","Macoilin","MACO1 TMEM57","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N5K1","CISD2_HUMAN","CDGSH iron-sulfur domain-containing protein 2","CISD2 CDGSH2 ERIS ZCD2","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N5M9","JAGN1_HUMAN","Protein jagunal homolog 1","JAGN1","TM(Trans)","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N5Y8","PAR16_HUMAN","Protein mono-ADP-ribosyltransferase PARP16","PARP16 ARTD15 C15orf30","TM","Adrenal\BAT\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N661","TM86B_HUMAN","Lysoplasmalogenase TMEM86B","TMEM86B","TM","Kidney\Liver\Small\Spleen\Testis"
"Q8N682","DRAM1_HUMAN","DNA damage-regulated autophagy modulator protein 1","DRAM1 DRAM","TM","Lung\Pancreas\SCAT"
"Q8N695","SC5A8_HUMAN","Sodium-coupled monocarboxylate transporter 1","SLC5A8 AIT SMCT SMCT1","TM(Trans)","Adrenal\Eye\GAT\Kidney\Lung\MAT\Muscle\Pancreas\Prostate\Skin\Small\Stomach\Thymus\Urinary"
"Q8N697","S15A4_HUMAN","Solute carrier family 15 member 4","SLC15A4 PHT1 PTR4 FP12591","TM(Trans)","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N6C5","IGSF1_HUMAN","Immunoglobulin superfamily member 1","IGSF1 IGDC1 KIAA0364 PGSF2","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Lung\Muscle\Prostate\SCAT\Thymus\Tongue\Urinary"
"Q8N6F1","CLD19_HUMAN","Claudin-19","CLDN19","TM","BAT\Kidney\Muscle\SCAT\Skin\Tongue"
"Q8N6G5","CGAT2_HUMAN","Chondroitin sulfate N-acetylgalactosaminyltransferase 2","CSGALNACT2 CHGN2 GALNACT2 PRO0082","TM","Adrenal\BAT\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N6I4","LYSET_HUMAN","Lysosomal enzyme trafficking factor","LYSET C14orf109 TMEM251","TM","Adrenal\BAT\Brain\Eye\Liver\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Thymus"
"Q8N6L1","KTAP2_HUMAN","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit KCP2","KRTCAP2 KCP2","TM","Adrenal\BAT\Brain\Eye\GAT\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N6M3","FITM2_HUMAN","Acyl-coenzyme A diphosphatase FITM2","FITM2 C20orf142 FIT2","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N6P7","I22R1_HUMAN","Interleukin-22 receptor subunit alpha-1","IL22RA1 IL22R","TM","Pancreas\Skin\Small\Stomach"
"Q8N6S5","AR6P6_HUMAN","ADP-ribosylation factor-like protein 6-interacting protein 6","ARL6IP6 PFAAP1","TM","Adrenal\BAT\Eye\GAT\Lung\MAT\Pancreas\SCAT\Skin\Small\Spleen\Testis\Thymus\Urinary"
"Q8N6U8","GP161_HUMAN","G-protein coupled receptor 161","GPR161","TM(GPCR)","Brain\Eye\Prostate\Skin\Spleen\Testis\Thymus\Urinary"
"Q8N6Y1","PCD20_HUMAN","Protocadherin-20","PCDH20 PCDH13","TM","Brain\Eye\SCAT"
"Q8N755","S66A3_HUMAN","Solute carrier family 66 member 3","SLC66A3 C2orf22 PQLC3","TM","Adrenal\BAT\Eye\GAT\Heart\Kidney\Lung\MAT\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N766","EMC1_HUMAN","ER membrane protein complex subunit 1","EMC1 KIAA0090 PSEC0263","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N7P1","PLD5_HUMAN","Inactive phospholipase D5","PLD5","TM","Brain\Eye\Skin"
"Q8N8F6","YIPF7_HUMAN","Protein YIPF7","YIPF7 FINGER9 YIP1B","TM","Lung\Skin\Tongue"
"Q8N8F7","LSME1_HUMAN","Leucine-rich single-pass membrane protein 1","LSMEM1 C7orf53","TM","BAT\Brain\Eye\Heart\Lung\MAT\Muscle\Prostate\SCAT\Skin\Tongue"
"Q8N8J7","F241A_HUMAN","Uncharacterized protein FAM241A","FAM241A C4orf32","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N8Q8","COX18_HUMAN","Cytochrome c oxidase assembly protein COX18, mitochondrial","COX18 OXA1L2","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N8Q9","NIPA2_HUMAN","Magnesium transporter NIPA2","NIPA2","TM(Trans)","Adrenal\GAT\Kidney\Lung\MAT\Prostate\Small\Thymus"
"Q8N8R3","S2529_HUMAN","Mitochondrial basic amino acids transporter","SLC25A29 C14orf69 ORNT3","TM(Trans)","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N8Z6","DCBD1_HUMAN","Discoidin, CUB and LCCL domain-containing protein 1","DCBLD1","TM","Adrenal\Brain\Eye\GAT\Kidney\Lung\Pancreas\Prostate\Skin\Small\Spleen\Stomach\Testis\Urinary"
"Q8N967","LRTM2_HUMAN","Leucine-rich repeat and transmembrane domain-containing protein 2","LRTM2","TM","Brain\Eye\Lung\Muscle"
"Q8N9A8","NEPR1_HUMAN","Nuclear envelope phosphatase-regulatory subunit 1","CNEP1R1 C16orf69 TMEM188","TM","Adrenal\Eye\Liver\Lung\Pancreas\Prostate\Skin\Small\Stomach\Testis\Thymus\Urinary"
"Q8N9F7","GDPD1_HUMAN","Lysophospholipase D GDPD1","GDPD1 GDE4","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8N9M5","TM102_HUMAN","Transmembrane protein 102","TMEM102","TM","Kidney\Liver\Lung\Pancreas\Prostate\Skin\Small\Stomach"
"Q8N9R8","SCAI_HUMAN","Protein SCAI","SCAI C9orf126","TM","Brain\MAT\Prostate\Skin\Spleen\Testis"
"Q8NA29","NLS1_HUMAN","Sodium-dependent lysophosphatidylcholine symporter 1","MFSD2A MFSD2 NLS1 HMFN0656 PP9177 UNQ300/PRO341","TM(Trans)","Brain\Eye\Kidney\Liver\Lung\Prostate\Skin\Small\Testis"
"Q8NAC3","I17RC_HUMAN","Interleukin-17 receptor C","IL17RC UNQ6118/PRO20040/PRO38901","TM","Adrenal\BAT\Brain\Eye\GAT\Kidney\Liver\Lung\MAT\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8NAN2","MIGA1_HUMAN","Mitoguardin 1","MIGA1 FAM73A","TM","Adrenal\Brain\Eye\Heart\Kidney\Lung\MAT\Pancreas\Prostate\SCAT\Spleen\Testis\Thymus\Tongue\Urinary"
"Q8NAT1","PMGT2_HUMAN","Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2","POMGNT2 AGO61 C3orf39 EOGTL GTDC2","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8NB49","AT11C_HUMAN","Phospholipid-transporting ATPase IG","ATP11C ATPIG ATPIQ","TM(Trans)","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8NB59","SYT14_HUMAN","Synaptotagmin-14","SYT14","TM","Brain\Eye\Kidney"
"Q8NBD8","T229B_HUMAN","Transmembrane protein 229B","TMEM229B C14orf83","TM","Brain\Eye\MAT\SCAT\Skin\Small\Spleen\Thymus"
"Q8NBF6","AVL9_HUMAN","Late secretory pathway protein AVL9 homolog","AVL9 KIAA0241","TM","Adrenal\Brain\Eye\Kidney\Lung\MAT\Pancreas\Prostate\SCAT\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8NBI2","CYAC3_HUMAN","Lysosomal membrane ascorbate-dependent ferrireductase CYB561A3","CYB561A3 CYBASC3 PSEC0259","TM(Trans)","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8NBI5","S43A3_HUMAN","Equilibrative nucleobase transporter 1","SLC43A3 ENBT1 PSEC0252","TM(Trans)","Adrenal\BAT\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8NBI6","XXLT1_HUMAN","Xyloside xylosyltransferase 1","XXYLT1 C3orf21 PSEC0251","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8NBJ4","GOLM1_HUMAN","Golgi membrane protein 1","GOLM1 C9orf155 GOLPH2 PSEC0242 UNQ686/PRO1326","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8NBJ9","SIDT2_HUMAN","SID1 transmembrane family member 2","SIDT2 CGI-40 PSEC0072 UNQ685/PRO1325","TM(Trans)","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8NBL3","T178A_HUMAN","Transmembrane protein 178A","TMEM178A TMEM178 PSEC0131 UNQ5926/PRO19820","TM","Brain\Eye\Kidney\Lung"
"Q8NBM4","UBAC2_HUMAN","Ubiquitin-associated domain-containing protein 2","UBAC2 PHGDHL1 PSEC0110","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8NBP5","MFSD9_HUMAN","Major facilitator superfamily domain-containing protein 9","MFSD9 PSEC0066","TM(Trans)","Adrenal\BAT\Brain\Eye\GAT\Kidney\Liver\Lung\MAT\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Urinary"
"Q8NBQ7","AQP11_HUMAN","Aquaporin-11","AQP11 AQPX1 PSEC0027","TM(Trans)","Adrenal\BAT\Brain\Eye\GAT\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Small\Spleen\Stomach\Testis\Thymus\Urinary"
"Q8NBS3","S4A11_HUMAN","Solute carrier family 4 member 11","SLC4A11 BTR1","TM(Trans)","Brain\Eye\GAT\Kidney\Skin\Spleen\Testis\Thymus\Tongue"
"Q8NBU5","ATAD1_HUMAN","Outer mitochondrial transmembrane helix translocase","ATAD1 FNP001","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8NBV4","PLPP7_HUMAN","Inactive phospholipid phosphatase 7","PLPP7 C9orf67 PPAPDC3","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Spleen\Stomach\Testis\Tongue"
"Q8NBW4","S38A9_HUMAN","Neutral amino acid transporter 9","SLC38A9 URLC11","TM(Trans)","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8NBZ7","UXS1_HUMAN","UDP-glucuronic acid decarboxylase 1","UXS1 UNQ2538/PRO6079","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8NC01","CLC1A_HUMAN","C-type lectin domain family 1 member A","CLEC1A CLEC1 UNQ569/PRO1131","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Thymus\Tongue\Urinary"
"Q8NC42","RN149_HUMAN","E3 ubiquitin-protein ligase RNF149","RNF149 DNAPTP2","TM","Adrenal\BAT\Brain\Eye\GAT\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Urinary"
"Q8NC44","RETR2_HUMAN","Reticulophagy regulator 2","RETREG2 C2orf17 FAM134A MAG2","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8NC54","KCT2_HUMAN","Keratinocyte-associated transmembrane protein 2","KCT2 C5orf15 HTGN29","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8NC56","LEMD2_HUMAN","LEM domain-containing protein 2","LEMD2","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8NC67","NETO2_HUMAN","Neuropilin and tolloid-like protein 2","NETO2 BTCL2 UNQ1926/PRO4401","TM","Brain\Eye\Spleen\Thymus"
"Q8NCG7","DGLB_HUMAN","Diacylglycerol lipase-beta","DAGLB","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8NCH0","CHSTE_HUMAN","Carbohydrate sulfotransferase 14","CHST14 D4ST1 UNQ1925/PRO4400","TM","Adrenal\BAT\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Thymus\Tongue\Urinary"
"Q8NCL4","GALT6_HUMAN","Polypeptide N-acetylgalactosaminyltransferase 6","GALNT6","TM","Adrenal\Lung\MAT\SCAT\Skin\Small\Spleen\Stomach\Thymus\Urinary"
"Q8NCM2","KCNH5_HUMAN","Voltage-gated delayed rectifier potassium channel KCNH5","KCNH5 EAG2","TM(IC)","Brain\Eye\Skin\Tongue"
"Q8NCR0","B3GL2_HUMAN","UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 2","B3GALNT2","TM","Adrenal\BAT\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Tongue\Urinary"
"Q8NCR9","CLRN3_HUMAN","Clarin-3","CLRN3 TMEM12 USH3AL1","TM","GAT\Kidney\MAT\Prostate\Small\Testis\Thymus"
"Q8NCS4","TM35B_HUMAN","Transmembrane protein 35B","TMEM35B ZMYM6NB","TM","Adrenal\BAT\Brain\Eye\GAT\Heart\Kidney\Liver\Lung\MAT\Muscle\Pancreas\Prostate\SCAT\Skin\Small\Spleen\Stomach\Testis\Thymus\Urinary"
